Clave de entidad federativa ,Descripción de entidad federativa ,Código Postal ,Clave de delegación/municipio ,Descripción de delegación/municipio ,Clave localidad ,Descripción de localidad ,Clave colonia ,Descripción de colonia 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,6665,La Meza 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,6693,La Semilla 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,6700,La Tinaja 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,6707,La Ventana 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,6720,Laguna del Burro 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,6731,Las Avispas 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,6760,Las Cuevitas 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,6763,Las Enramadas 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,6799,Las Joyas (Guayabitos) 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,6837,Las Palomas 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,6850,Las Pipas 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,6908,Los Arenales 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,6925,Los Caballos 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,6948,Los Corrales 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,6972,Los Espejos 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,6977,Los Gavilanes 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,6987,Los Hornos 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,6990,Los Jabones 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,7022,Los Padres 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,7026,Los Perros 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,7030,Los Pinos 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,7035,Los Ratones 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,7038,Los Robles 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,7054,Los Tejones 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,7090,Mesa de las Milpas 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,7115,Metatita 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,984,Muruata 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,7150,Peñasco Blanco (La Vinata) 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,7161,Piedra de Amolar 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,7171,Pino Real 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,7179,Pinos Altos 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,7186,Platanitos 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,7216,Rancho la Peña 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,990,San Bernabé 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,991,San Pedro de Xícoras 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,7283,Tepocatita 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,7291,Tierra Blanca 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,7305,Tierras Blancas 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,7319,Tortillas 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,7324,Tres Colores 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,7334,Yerbaníz 
10,Durango ,34995,14,Mezquital ,29,Ranchería ,7345,Zapotes (Rancho Viejo) 
10,Durango ,34996,14,Mezquital ,15,Ejido ,6708,La Ventana 
10,Durango ,34996,14,Mezquital ,15,Ejido ,7227,San Diego 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6165,Berenjén (Tepetates Dos) 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6243,Chalatita 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6246,Chametla 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6294,Curachitos (Buena Vista) 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6302,El Aguacate 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6319,El Carrizal 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6441,El Salto 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6460,El Venado 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6487,Guajolote 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6515,La Angostura (El Aguacate) 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6528,La Cañada 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6631,La Mesa 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6740,Las Cabrillas 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6741,Las Campanas 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6753,Las Cruces 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6778,Las Guásimas 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6783,Las Hormigas 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6785,Las Joyas 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6833,Las Norias 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6849,Las Pilitas 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6860,Las Tortugas 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6891,Los Alacranes 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6910,Los Arquitos 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6951,Los Coyotes 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6952,Los Crucitos 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6966,Los Encinos 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6976,Los Gallos 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,6994,Los Leones 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,7046,Los Sapos 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,7053,Los Tábanos 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,7131,Nuevo León 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,7165,Piedras Altas 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,992,San Buenaventura 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,7226,San Diego 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,7240,San Nicolás 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,7269,Techalote (Buenavista) 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,7273,Tepalcates 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,7277,Tepetates 
10,Durango ,34996,14,Mezquital ,29,Ranchería ,7335,Yonora 
10,Durango ,34997,14,Mezquital ,15,Ejido ,6135,Arroyo el Limón 
10,Durango ,34997,14,Mezquital ,15,Ejido ,6137,Arroyo Hondo 
10,Durango ,34997,14,Mezquital ,15,Ejido ,6141,Arroyo los Arrayanes 
10,Durango ,34997,14,Mezquital ,15,Ejido ,6155,Banco Colorado 
10,Durango ,34997,14,Mezquital ,15,Ejido ,6157,Banco del Nopal (Los Pinoles) 
10,Durango ,34997,14,Mezquital ,15,Ejido ,6170,Buenavista 
10,Durango ,34997,14,Mezquital ,15,Ejido ,6177,Caligüey 
10,Durango ,34997,14,Mezquital ,15,Ejido ,6269,Cofradía 
10,Durango ,34997,14,Mezquital ,15,Ejido ,6300,El Aguacate 
10,Durango ,34997,14,Mezquital ,15,Ejido ,6468,El Zapote 
10,Durango ,34997,14,Mezquital ,15,Ejido ,6539,La Ciénega 
10,Durango ,34997,14,Mezquital ,15,Ejido ,7307,Tierras Coloradas 
10,Durango ,34997,14,Mezquital ,28,Pueblo ,6160,Bancos de Calitique 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6168,Brasiles 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,993,Calitique 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6191,Carretones 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6231,Cerro Prieto 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6268,Cofradía 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6284,Crucero del Carrizo 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6298,El Agua de los Coyotes 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6299,El Aguacate 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6308,El Arrayán (El Guayabo) 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6309,El Atravesaño 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6350,El Cuervito 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6352,El Duraznito 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6364,El Guayabo 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6365,El Huarache 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6371,El Juego de Hule 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6382,El Llano 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6384,El Llano de Cofradía 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6391,El Mezquite 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6406,El Pinito 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6416,El Puertecito 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6417,El Puerto 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6434,El Rincón de Peyotan 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6452,El Tapeiste 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6467,El Zapote 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6486,Guadalajara 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6488,Gualamas 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6514,La Angostura 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6516,La Arena 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6518,La Bolsa 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6519,La Boquilla 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6527,La Cañada 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6538,La Ciénega 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6559,La Culebra 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6560,La Cumbre 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6575,La Frontera 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6578,La Guacamaya 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6584,La Haciendita 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6586,La Higuerita 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6610,La Laguna 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6627,La Loma 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6666,La Mina 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6669,La Mora 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6671,La Nopalera 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6680,La Peña 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6705,La Torrecilla 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6719,La Ventanita 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6742,Las Carreras 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6762,Las Enramadas 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6782,Las Higuerillas 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6846,Las Pilas 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6865,Las Víboras 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6872,Lirio Blanco 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6939,Los Chocotes 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6980,Los Guaises 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6986,Los Hornitos 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6992,Los Lamentos 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,6999,Los Limones 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,7045,Los Sapos 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,7068,Magueycito 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,7074,Maypura de Jalpa 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,7077,Mesa de Bajío 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,7085,Mesa de la Torrecilla 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,7093,Mesa de las Varas 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,7127,Nogales (Piedra Parada) 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,7163,Piedra Verde 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,7177,Pinos Altos 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,7201,Puerto del Guamúchil 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,7203,Puerto el Gatuño 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,7214,Rancho el Mezquite 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,7217,Rancho Nuevo 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,7224,Salatita 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,994,San Lucas de Jalpa 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,7249,Santo Domingo 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,988,Tepetates 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,7289,Tierra Blanca 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,7304,Tierras Blancas 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,7306,Tierras Coloradas 
10,Durango ,34997,14,Mezquital ,29,Ranchería ,7315,Tonalampa 
10,Durango ,34997,14,Mezquital ,48,Rancho ,6301,El Aguacate 
10,Durango ,35000,7,Gómez Palacio ,9,Colonia ,999,Gómez Palacio Centro 
10,Durango ,35003,7,Gómez Palacio ,22,Gran usuario ,1001,Tiendas de Descuento S.A. 
10,Durango ,35010,7,Gómez Palacio ,9,Colonia ,4659,El Paraíso 
10,Durango ,35010,7,Gómez Palacio ,9,Colonia ,1003,Felipe Carrillo Puerto 
10,Durango ,35010,7,Gómez Palacio ,21,Fraccionamiento ,1002,Bugambilias 
10,Durango ,35010,7,Gómez Palacio ,21,Fraccionamiento ,1004,Filadelfia 
10,Durango ,35010,7,Gómez Palacio ,21,Fraccionamiento ,4643,Rinconada Bugambilias 
10,Durango ,35010,7,Gómez Palacio ,21,Fraccionamiento ,1005,Villa del Pedregal 
10,Durango ,35013,7,Gómez Palacio ,21,Fraccionamiento ,4641,Cerradas Miravalle 
10,Durango ,35013,7,Gómez Palacio ,21,Fraccionamiento ,6081,El Manantial 
10,Durango ,35013,7,Gómez Palacio ,21,Fraccionamiento ,4656,Floresta 
10,Durango ,35013,7,Gómez Palacio ,21,Fraccionamiento ,4655,Las Agavias 
10,Durango ,35013,7,Gómez Palacio ,21,Fraccionamiento ,11,Loma Real 
10,Durango ,35013,7,Gómez Palacio ,21,Fraccionamiento ,4674,Valle Real 
10,Durango ,35013,7,Gómez Palacio ,0,,135,La Ceiba 
10,Durango ,35014,7,Gómez Palacio ,21,Fraccionamiento ,1006,Quintas Villa Nápoles 
10,Durango ,35014,7,Gómez Palacio ,21,Fraccionamiento ,1007,Rincón del Pedregal 
10,Durango ,35014,7,Gómez Palacio ,21,Fraccionamiento ,1008,Rincón del Pedregal 2 
10,Durango ,35015,7,Gómez Palacio ,38,Ampliación ,4644,Ampliación San Antonio 
10,Durango ,35015,7,Gómez Palacio ,9,Colonia ,37,Ejido Nuevo Castillo 
10,Durango ,35015,7,Gómez Palacio ,9,Colonia ,1204,Jabonoso 
10,Durango ,35015,7,Gómez Palacio ,9,Colonia ,4694,Las Flores 
10,Durango ,35015,7,Gómez Palacio ,9,Colonia ,1009,Miguel de La Madrid Hurtado 
10,Durango ,35015,7,Gómez Palacio ,9,Colonia ,4657,Rincón San Antonio 
10,Durango ,35015,7,Gómez Palacio ,9,Colonia ,6086,San Ángel 
10,Durango ,35015,7,Gómez Palacio ,9,Colonia ,4658,Villas San Antonio 
10,Durango ,35015,7,Gómez Palacio ,9,Colonia ,7,7 de Noviembre 
10,Durango ,35015,7,Gómez Palacio ,15,Ejido ,1201,Filadelfia 
10,Durango ,35015,7,Gómez Palacio ,21,Fraccionamiento ,130,Ampliación San Vicente 
10,Durango ,35015,7,Gómez Palacio ,21,Fraccionamiento ,31,Arboleda Residencial 
10,Durango ,35015,7,Gómez Palacio ,21,Fraccionamiento ,29,Cerrada Amatista 
10,Durango ,35015,7,Gómez Palacio ,21,Fraccionamiento ,35,Cerrada San Marcos 
10,Durango ,35015,7,Gómez Palacio ,21,Fraccionamiento ,1010,Miravalle 
10,Durango ,35015,7,Gómez Palacio ,21,Fraccionamiento ,4639,Nuevo Castillo 
10,Durango ,35015,7,Gómez Palacio ,21,Fraccionamiento ,2394,Residencial Campanario 
10,Durango ,35015,7,Gómez Palacio ,21,Fraccionamiento ,4454,Residencial Campanario II 
10,Durango ,35015,7,Gómez Palacio ,21,Fraccionamiento ,44,Rincón San Alberto 
10,Durango ,35015,7,Gómez Palacio ,21,Fraccionamiento ,4645,Salvador Nava Martínez 
10,Durango ,35015,7,Gómez Palacio ,21,Fraccionamiento ,1011,San Alberto 
10,Durango ,35015,7,Gómez Palacio ,21,Fraccionamiento ,1012,San Antonio 
10,Durango ,35015,7,Gómez Palacio ,21,Fraccionamiento ,6,San Vicente 
10,Durango ,35015,7,Gómez Palacio ,21,Fraccionamiento ,132,Santa Bárbara 
10,Durango ,35016,7,Gómez Palacio ,9,Colonia ,4652,Leticia Herrera 
10,Durango ,35016,7,Gómez Palacio ,9,Colonia ,4653,María Inés Mata de Rendón 
10,Durango ,35016,7,Gómez Palacio ,9,Colonia ,4654,Octaviano Rendón 
10,Durango ,35016,7,Gómez Palacio ,15,Ejido ,1200,El Fénix 
10,Durango ,35016,7,Gómez Palacio ,21,Fraccionamiento ,34,Casa Blanca 
10,Durango ,35016,7,Gómez Palacio ,21,Fraccionamiento ,4651,El Centenario 
10,Durango ,35017,7,Gómez Palacio ,9,Colonia ,4630,Emiliano Zapata 
10,Durango ,35017,7,Gómez Palacio ,9,Colonia ,1013,Mezquital 
10,Durango ,35017,7,Gómez Palacio ,9,Colonia ,1014,Solidaridad 
10,Durango ,35017,7,Gómez Palacio ,21,Fraccionamiento ,28,Las Misiones 
10,Durango ,35018,7,Gómez Palacio ,9,Colonia ,1015,Boringher 
10,Durango ,35018,7,Gómez Palacio ,21,Fraccionamiento ,4633,Las Granjas 
10,Durango ,35018,7,Gómez Palacio ,21,Fraccionamiento ,32,Las Granjas II 
10,Durango ,35018,7,Gómez Palacio ,21,Fraccionamiento ,33,Rincón las Granjas 
10,Durango ,35018,7,Gómez Palacio ,21,Fraccionamiento ,2033,Rinconada Nápoles 
10,Durango ,35018,7,Gómez Palacio ,21,Fraccionamiento ,1016,Rinconadas Hamburgo 
10,Durango ,35018,7,Gómez Palacio ,21,Fraccionamiento ,1017,Villa Nápoles 
10,Durango ,35019,7,Gómez Palacio ,9,Colonia ,1018,Abraham Rosales 
10,Durango ,35019,7,Gómez Palacio ,9,Colonia ,1019,División del Norte 
10,Durango ,35019,7,Gómez Palacio ,9,Colonia ,1021,PP Hamburgo 
10,Durango ,35019,7,Gómez Palacio ,17,Equipamiento ,13,Núcleo Universitario 
10,Durango ,35019,7,Gómez Palacio ,21,Fraccionamiento ,1020,Residencial Hamburgo 
10,Durango ,35020,7,Gómez Palacio ,9,Colonia ,1024,La Esperanza 
10,Durango ,35020,7,Gómez Palacio ,9,Colonia ,1022,Los Álamos 
10,Durango ,35020,7,Gómez Palacio ,9,Colonia ,1025,Rosales 
10,Durango ,35020,7,Gómez Palacio ,21,Fraccionamiento ,4665,Morales 
10,Durango ,35020,7,Gómez Palacio ,31,Unidad habitacional ,1023,El Polvorón 
10,Durango ,35020,7,Gómez Palacio ,31,Unidad habitacional ,4664,Los Álamos 
10,Durango ,35023,7,Gómez Palacio ,9,Colonia ,4662,Villas el Refugio 
10,Durango ,35023,7,Gómez Palacio ,21,Fraccionamiento ,4634,Quintas las Noas 
10,Durango ,35024,7,Gómez Palacio ,9,Colonia ,1028,Casa Blanca 
10,Durango ,35024,7,Gómez Palacio ,9,Colonia ,131,Ejido Casa Blanca 
10,Durango ,35024,7,Gómez Palacio ,9,Colonia ,1030,Nueva los Ángeles 
10,Durango ,35024,7,Gómez Palacio ,21,Fraccionamiento ,1029,Los Álamos 
10,Durango ,35024,7,Gómez Palacio ,37,Zona industrial ,14,Parque Industrial Zona de Conectividad 
10,Durango ,35025,7,Gómez Palacio ,9,Colonia ,1034,Luis Donaldo Colosio Murrieta 
10,Durango ,35025,7,Gómez Palacio ,9,Colonia ,1035,Nogales 
10,Durango ,35025,7,Gómez Palacio ,9,Colonia ,1036,Nuevo Gómez 
10,Durango ,35025,7,Gómez Palacio ,15,Ejido ,1206,San Ignacio 
10,Durango ,35025,7,Gómez Palacio ,21,Fraccionamiento ,27,Cerrada Eucalipto 
10,Durango ,35025,7,Gómez Palacio ,21,Fraccionamiento ,1031,Chapala Oriente 
10,Durango ,35025,7,Gómez Palacio ,21,Fraccionamiento ,1032,Del Valle 
10,Durango ,35025,7,Gómez Palacio ,21,Fraccionamiento ,1033,Fidel Velázquez 
10,Durango ,35025,7,Gómez Palacio ,21,Fraccionamiento ,4629,Geovillas San Ignacio 
10,Durango ,35026,7,Gómez Palacio ,9,Colonia ,1037,José López Portillo 
10,Durango ,35026,7,Gómez Palacio ,9,Colonia ,4663,López Portillo 
10,Durango ,35026,7,Gómez Palacio ,9,Colonia ,1038,Morelos 
10,Durango ,35027,7,Gómez Palacio ,9,Colonia ,1039,Carlos A Herrera 
10,Durango ,35027,7,Gómez Palacio ,9,Colonia ,1040,Doroteo Arango 
10,Durango ,35027,7,Gómez Palacio ,9,Colonia ,1042,Los Viñedos 
10,Durango ,35027,7,Gómez Palacio ,9,Colonia ,1043,Mutualismo 
10,Durango ,35027,7,Gómez Palacio ,9,Colonia ,1044,Nuevo los Álamos 
10,Durango ,35027,7,Gómez Palacio ,9,Colonia ,1045,Valle Azul 
10,Durango ,35027,7,Gómez Palacio ,21,Fraccionamiento ,1041,La Herradura 
10,Durango ,35027,7,Gómez Palacio ,21,Fraccionamiento ,4642,Villa Alejandra 
10,Durango ,35028,7,Gómez Palacio ,21,Fraccionamiento ,1046,El Dorado 
10,Durango ,35028,7,Gómez Palacio ,21,Fraccionamiento ,1047,Rincón Dorado 
10,Durango ,35029,7,Gómez Palacio ,9,Colonia ,1048,El Refugio 
10,Durango ,35029,7,Gómez Palacio ,9,Colonia ,1049,Nuevo Refugio 
10,Durango ,35029,7,Gómez Palacio ,21,Fraccionamiento ,6085,Bosque Real 
10,Durango ,35029,7,Gómez Palacio ,21,Fraccionamiento ,2,Bosque Real 2da Etapa 
10,Durango ,35029,7,Gómez Palacio ,21,Fraccionamiento ,4,Bosque Real 3a Etapa 
10,Durango ,35029,7,Gómez Palacio ,21,Fraccionamiento ,4680,Las Carmelitas 
10,Durango ,35029,7,Gómez Palacio ,21,Fraccionamiento ,2924,Santa Sofia 
10,Durango ,35029,7,Gómez Palacio ,21,Fraccionamiento ,4647,Santa Sofia II 
10,Durango ,35029,7,Gómez Palacio ,21,Fraccionamiento ,4648,Santa Sofia III 
10,Durango ,35029,7,Gómez Palacio ,21,Fraccionamiento ,4661,Villas el Refugio 
10,Durango ,35029,7,Gómez Palacio ,21,Fraccionamiento ,23,Villas las Noas 
10,Durango ,35030,7,Gómez Palacio ,9,Colonia ,1050,Brittingham 
10,Durango ,35030,7,Gómez Palacio ,9,Colonia ,1051,Francisco González de La Vega 
10,Durango ,35030,7,Gómez Palacio ,9,Colonia ,1052,Jacinto Canek 
10,Durango ,35038,7,Gómez Palacio ,9,Colonia ,1053,Cuauhtémoc 
10,Durango ,35039,7,Gómez Palacio ,9,Colonia ,1054,Brittingham II 
10,Durango ,35039,7,Gómez Palacio ,9,Colonia ,2054,El Amigo 
10,Durango ,35040,7,Gómez Palacio ,9,Colonia ,4632,Rebollo Acosta 
10,Durango ,35040,7,Gómez Palacio ,9,Colonia ,1056,Rubén Jaramillo 
10,Durango ,35040,7,Gómez Palacio ,9,Colonia ,1057,Santa Rosa 
10,Durango ,35040,7,Gómez Palacio ,9,Colonia ,1055,5 de Mayo 
10,Durango ,35040,7,Gómez Palacio ,37,Zona industrial ,40,Parque Industrial Laguna 
10,Durango ,35043,7,Gómez Palacio ,9,Colonia ,1058,Hortensias 
10,Durango ,35043,7,Gómez Palacio ,9,Colonia ,1059,Primavera 
10,Durango ,35044,7,Gómez Palacio ,38,Ampliación ,1061,Guadalupe Victoria 
10,Durango ,35044,7,Gómez Palacio ,9,Colonia ,1060,Guadalupe Victoria 
10,Durango ,35044,7,Gómez Palacio ,9,Colonia ,998,San Isidro 
10,Durango ,35044,7,Gómez Palacio ,9,Colonia ,1062,Santa Rosalía 
10,Durango ,35045,7,Gómez Palacio ,9,Colonia ,1063,Independencia 
10,Durango ,35045,7,Gómez Palacio ,9,Colonia ,1064,Tierra Blanca 
10,Durango ,35045,7,Gómez Palacio ,17,Equipamiento ,26,Central de Abastos 
10,Durango ,35046,7,Gómez Palacio ,38,Ampliación ,1066,Felipe Ángeles 
10,Durango ,35046,7,Gómez Palacio ,9,Colonia ,1065,Felipe Ángeles 
10,Durango ,35046,7,Gómez Palacio ,9,Colonia ,1067,Roberto Fierro 
10,Durango ,35047,7,Gómez Palacio ,38,Ampliación ,1068,Santa Rosa 
10,Durango ,35047,7,Gómez Palacio ,9,Colonia ,1069,Tierra y Libertad 
10,Durango ,35048,7,Gómez Palacio ,9,Colonia ,1070,Del Bosque 
10,Durango ,35049,7,Gómez Palacio ,38,Ampliación ,4669,Ampliación Otilio Montaño 
10,Durango ,35049,7,Gómez Palacio ,9,Colonia ,38,Ejido Emiliano Zapata 
10,Durango ,35049,7,Gómez Palacio ,9,Colonia ,1072,Expo Gómez Palacio 
10,Durango ,35049,7,Gómez Palacio ,9,Colonia ,4631,Hijos de Campesinos 
10,Durango ,35049,7,Gómez Palacio ,9,Colonia ,1073,José Rebollo Acosta 
10,Durango ,35049,7,Gómez Palacio ,9,Colonia ,1074,La Feria 
10,Durango ,35049,7,Gómez Palacio ,9,Colonia ,39,La Noria 
10,Durango ,35049,7,Gómez Palacio ,9,Colonia ,1076,Miguel Hidalgo 
10,Durango ,35049,7,Gómez Palacio ,9,Colonia ,4637,Nicolás Fernández 
10,Durango ,35049,7,Gómez Palacio ,9,Colonia ,4638,Otilio Montaño 
10,Durango ,35049,7,Gómez Palacio ,9,Colonia ,1077,Pánfilo Natera 
10,Durango ,35049,7,Gómez Palacio ,9,Colonia ,1995,Parque Hundido 
10,Durango ,35049,7,Gómez Palacio ,9,Colonia ,2037,14 de Noviembre 
10,Durango ,35049,7,Gómez Palacio ,9,Colonia ,1071,5 de Mayo Prolongación 
10,Durango ,35049,7,Gómez Palacio ,21,Fraccionamiento ,1075,La Feria 
10,Durango ,35049,7,Gómez Palacio ,21,Fraccionamiento ,12,Los Cedros 
10,Durango ,35049,7,Gómez Palacio ,21,Fraccionamiento ,30,Los Olivos 
10,Durango ,35049,7,Gómez Palacio ,21,Fraccionamiento ,4660,Parque Hundido 
10,Durango ,35049,7,Gómez Palacio ,21,Fraccionamiento ,4670,Quintas del Desierto 
10,Durango ,35049,7,Gómez Palacio ,21,Fraccionamiento ,4635,Quintas del Desierto II 
